Drift ID,Trip ID,ID Cell per Trip,Grid Cell ID,Site (MPA/ REF),Drifting or Holding Station,Start Search Time,End Search Time,Start Time,End Time,Drift Time (hrs),BAR (+/- mins) Fishing Time,FLY (+/- mins) Fishing Time,BAT (+/- mins) Fishing Time,DPR (+/- mins) Fishing Time,SBT (+/- mins) Fishing Time,Total (+/-) Time (hrs),Number of BAT fishers,Number of FLY fishers,Number of DPR fishers,Number of SBT fishers,Number of BAR fishers,Total . Anglers Fishing,Total Angler Hrs,ST_LatDD,ST_LonDD,Start Lat/Lon GPS Waypoint,Start Lat/Lon waypoint_link,End_LatDD,End_LonDD,End Lat/Lon GPS Waypoint,End Lat/Lon waypoint_link,Drift Length (m),Recorder,Tag Crew,"Surface T (instrument, C)","Depth T ( instrument, C)","SWT (vessel, F)",Relief (1-3),Start Depth (ft),End Depth (ft),Lingcod Bar Weight (oz),Lead Weight (oz),SBT Tail Length (in),SBT Head Weight (oz),. Seals,. Sea Lions,Total Fishes Caught,Cloud Cover (0-3),Obs Wind Speed (kt),Obs Wind Direction,Obs Swell Height (ft),Secchi Depth (m),Comments,Excluded Drift Comment,Exclude:Gear-Specific CPUE
BLR0720104802,BLT01_10,BLR07201048,BL48,REF,,,,11:44:00,12:02:00,0.3,0,0,0,0,0,0,,,,,,12,3.6,35.62977,-121.23132,,072010_,35.62892,-121.22802,,072010_,313,EA,"NH, KP, MSJ, JP",,,53.7,3,92,90,6,16,,,1,0,15,2,2.5,NW,2,10.5,,,FALSE
BLR072010RR01,BLT01_10,BLR072010RR,BLRR,REF,,,,11:14:00,11:22:00,0.133333333,-6.000000477,0,0,0,0,-0.100000008,,,,,,12,1.499999992,35.63165,-121.23132,,072010_,,,,072010_,,EA,"NH, KP, MSJ, JP",,,53.7,3,57,57,6,16,,,0,0,8,2,2.5,NW,2,10.5,,No end coordinates,FALSE
BLR0722084502,BLT03_08,BLR07220845,BL45,REF,,,,13:47:56,14:02:39,0.245277778,0,0,-2.000000238,0,0,-0.033333337,,,,,,9,2.174166663,35.63205,-121.20570,,072208_,35.63208,-121.20215,,072208_,322,LO,"EN, OH, JR, LL",,,56.9,1,58,98,6,16,,,0,0,5,0,10,NW,3,,Angler at station # 3 fished with an 8oz jig.,,FALSE
BLR0722084503,BLT03_08,BLR07220845,BL45,REF,,,,14:06:02,14:21:33,0.258611111,0,-2.999999523,-2.000000238,0,0,-0.083333333,,,,,,9,2.244166667,35.63210,-121.20600,,072208_,35.63243,-121.20213,,072208_,352,LO,"EN, OH, JR, LL",,,57,1,79,53,6,16,,,0,0,3,0,10,NW,3,,Kelp in the water.,,FALSE
BLR0722085101,BLT03_08,BLR07220851,BL51,REF,,,,12:15:00,12:28:00,0.216666667,-4.999999523,0,0,0,0,-0.083333325,,,,,,9,1.866666675,35.62740,-121.23946,,072208_,35.62630,-121.23497,,072208_,425,EN,"LL, OH, JR",12.8,11.4,54.5,2,115,117,6,16,,,0,0,13,0,15,NW,5,,,,FALSE
BLR0722085102,BLT03_08,BLR07220851,BL51,REF,,,,12:31:30,12:43:00,0.191666667,0,0,0,0,0,0,,,,,,9,1.725,35.62715,-121.23787,,072208_,35.62628,-121.23498,,072208_,279,EN,"LL, OH, JR",12.8,11.4,54.5,2,114,118,6,16,,,0,0,7,0,15,NW,5,,,,FALSE
BLR0722085103,BLT03_08,BLR07220851,BL51,REF,,,,13:11:00,13:18:30,0.125,-4.999999523,0,0,0,0,-0.083333325,,,,,,9,1.041666675,35.62830,-121.23705,,072208_,35.62782,-121.23480,,072208_,211,EN,"LL, OH, JR",12.8,11.4,54.5,2,103,99,6,16,,,0,0,9,0,15,NW,5,,,,FALSE
BLR072208RR01,BLT03_08,BLR072208RR,BLRR,REF,,,,9:22:36,9:28:37,0.100277778,0,0,0,0,0,0,,,,,,9,0.9025,35.74582,-121.32883,,072208_,35.74523,-121.32913,,072208_,72,LL,"LO, JR",12.5,11.2,55.1,2,74,,6,16,,,0,0,2,2,,,,5.5,,Excluded.,FALSE
BLR072208RR02,BLT03_08,BLR072208RR,BLRR,REF,,,,9:29:30,9:38:47,0.154722222,-4.000000477,0,0,0,0,-0.066666675,,,,,,9,1.325833325,35.74520,-121.32967,,072208_,35.74453,-121.32882,,072208_,112,LL,"LO, JR",12.5,11.2,55.5,,68,,6,16,,,0,0,13,,3,NW,,5.5,,Excluded.,FALSE
BLR072208RR03,BLT03_08,BLR072208RR,BLRR,REF,,,,9:41:52,9:56:52,0.25,0,0,0,0,0,0,,,,,,9,2.25,35.74475,-121.33045,,072208_,35.74435,-121.32882,,072208_,160,LL,"LO, JR",12.5,11.2,55.5,2,81,,6,16,,,0,0,27,2,,,,5.5,,Excluded.,FALSE
BLR072208RR04,BLT03_08,BLR072208RR,BLRR,REF,,,,9:59:25,10:14:25,0.25,0,0,0,0,0,0,,,,,,9,2.25,35.74547,-121.33037,,072208_,35.74508,-121.32828,,072208_,195,LL,"LO, OH, JR",12.5,11.2,55.3,3,75,,6,16,,,0,0,14,2,,,,5.5,Lots of kelp in the water.,Excluded.,FALSE
BLR072208RR05,BLT03_08,BLR072208RR,BLRR,REF,,,,10:23:13,10:37:56,0.245277778,0,0,0,0,0,0,,,,,,9,2.2075,35.74162,-121.33008,,072208_,35.74090,-121.32987,,072208_,78,LL,"EN, OH, JR",12.5,11.2,53.6,1,90,,6,16,,,0,0,54,1,,,,,"The captain said that there is only 1 little rock in the entire cell, all sand otherwise",Excluded.,FALSE
BLR072208RR06,BLT03_08,BLR072208RR,BLRR,REF,,,,10:49:01,11:04:03,0.250555556,0,0,0,0,0,0,,,,,,9,2.255,35.74182,-121.32952,,072208_,35.74167,-121.32900,,072208_,46,LL,"EN, OH, JR",12.5,11.2,55.5,,90,86,6,16,,,0,0,25,1,,,,4.5,,Excluded.,FALSE
BLR072208RR07,BLT03_08,BLR072208RR,BLRR,REF,,,,11:12:08,11:24:12,0.201111111,0,0,0,0,0,0,,,,,,9,1.81,35.74182,-121.33005,,072208_,35.74158,-121.32830,,072208_,164,LL,"EN, OH, JR",12.5,11.2,55.3,1,95,,6,16,,,0,0,24,1,,,,,Drifted out of the cell.,Excluded.,FALSE
BLR072208RR08,BLT03_08,BLR072208RR,BLRR,REF,,,,12:54:00,13:07:00,0.216666667,0,0,0,0,0,0,,,,,,9,1.95,35.62895,-121.23843,,072208_,35.62818,-121.23480,,072208_,337,EN,"LL, OH, JR",12.8,11.4,54.5,2,114,106,6,16,,,0,0,20,0,15,NW,5,,,Excluded.,FALSE
BLR072208RR09,BLT03_08,BLR072208RR,BLRR,REF,,,,13:29:45,13:44:15,0.241666667,-2.000000238,0,0,0,0,-0.033333337,,,,,,9,2.141666663,35.63112,-121.20608,,072208_,35.63178,-121.20252,,072208_,335,LO,"EN, OH, JR, LL",12.5,11.2,56.5,1,60,56,6,16,,,0,0,0,0,10,NW,3,,,Excluded.,FALSE
BLR0722253501,BLT03_25,BLR07222535,BL35,REF,Drift,7:39:30,7:47:46,7:47:53,8:02:53,0.25,0,0,0,0,0,0,3,2,0,0,3,8,2,35.64316,-121.24191,,072225_,35.64322,-121.24184,,072225_,9,EJ,"KG, AP, HL, HW, Scat",,,57.7,3,51,48,4,16,,,,,26,2,3.5,NW,1.5,7,"Olive lost at surface, secchi = 7m",,FALSE
BLR0722253502,BLT03_25,BLR07222535,BL35,REF,Hold,8:07:38,8:13:30,8:13:30,8:28:35,0.251388889,0,0,0,0,0,0,3,2,0,0,3,8,2.011111111,35.64256,-121.24088,,072225_,35.64222,-121.24088,,072225_,38,EJ,"KG, HL, HW, AP, Scat",,,57.1,3,53,51,4,16,,,,,12,2,2.5,NW,1.5,7,"Holding, CTD this drift @ 8:24:00",,FALSE
BLR0722253503,BLT03_25,BLR07222535,BL35,REF,Drift,8:29:50,8:34:44,8:34:44,8:49:43,0.249722222,0,0,0,0,0,0,3,2,0,0,3,8,1.997777778,35.64292,-121.24141,,072225_,35.64338,-121.24115,,072225_,56,EJ,"KG, AP, HL, HW, Scat",,,57.1,3,54,53,4,16,,,,,22,2,2.5,NW,1.5,7,Blue lost at sea #3,,FALSE
BLR0722254001,BLT03_25,BLR07222540,BL40,REF,Drift,8:55:05,8:57:00,8:57:11,9:12:13,0.250555556,0,0,0,0,0,0,3,2,0,0,3,8,2.004444444,35.63816,-121.23857,,072225_,35.63829,-121.23766,,072225_,84,EJ,"KG, HL, FP, HW, Scat",,,56.6,3,66,69,4,16,,,,,28,2,2.5,NW,1.5,7,"AP fishing, secchi = 7m",,FALSE
BLR0722254002,BLT03_25,BLR07222540,BL40,REF,Drift,9:13:40,9:20:00,9:20:00,9:35:00,0.25,0,0,0,0,0,0,3,2,0,0,3,8,2,35.63708,-121.23986,,072225_,35.63748,-121.23978,,072225_,45,EJ,"KG, KL, FP, HW, Scat",,,56.9,2,80,81,4,16,,,,,24,2,2.5,NW,1.5,7,CTD this drift,,FALSE
BLR0722254003,BLT03_25,BLR07222540,BL40,REF,Drift,9:36:53,9:41:01,9:41:01,9:56:08,0.251944444,0,0,0,0,0,0,3,2,0,0,3,8,2.015555556,35.63700,-121.23734,,072225_,35.63724,-121.23661,,072225_,71,EJ,"KG, HL, FP, HW, Scat",,,56.8,2,61,62,4,16,,,,,21,2,3.5,NW,1.5,7,Blue lost at sea,,FALSE
BLR0722254801,BLT03_25,BLR07222548,BL48,REF,Drift,10:02:55,10:07:45,10:07:45,10:22:50,0.251388889,-2.5,0,0,0,0,-0.041666667,3,2,0,0,3,8,1.969444444,35.63186,-121.22934,,072225_,35.63264,-121.22945,,072225_,88,EJ,"KG, HL, AP, FP, Scat",,,57.1,2,62,60,4,16,,,,,31,2,3.5,NW,1.5,7,"HW fishing this cell, Olive lost at sea, #3 out 2.5 minutes",,FALSE
BLR0722254802,BLT03_25,BLR07222548,BL48,REF,Drift,10:26:11,10:34:07,10:34:07,10:49:12,0.251388889,0,-2,0,0,0,-0.033333333,3,2,0,0,3,8,1.977777778,35.63180,-121.22739,,072225_,35.63206,-121.22697,,072225_,48,EJ,"KG, HL, AP, FP, Scat",,,58,3,71,76,4,16,,,,,22,2,2.5,NW,1.5,7,"Last drift #3 out 2.5 minutes, #7 out 2 minutes, secchi = 7m, CTD this drift",,FALSE
BLR0722254803,BLT03_25,BLR07222548,BL48,REF,Drift,10:50:57,10:56:38,10:56:38,11:11:41,0.250833333,0,0,-1,0,0,-0.016666667,3,2,0,0,3,8,1.99,35.63155,-121.23140,,072225_,35.63208,-121.23026,,072225_,119,EJ,"KG, HL, AP, FP, SCat",,,58.1,2,66,66,4,16,,,,,23,2,2.5,NW,1.5,7,"#12 out 1 minute, squarespot lost at sea?",,FALSE
BLR0722255301,BLT03_25,BLR07222553,BL53,REF,Drift,11:17:30,11:22:41,11:22:41,11:37:40,0.249722222,0,0,0,0,0,0,3,2,0,0,3,8,1.997777778,35.62617,-121.22143,,072225_,35.62643,-121.22030,,072225_,106,EJ,"KG, HW, AP, FP, SCat",,,58,2,69,71,4,16,,,,,27,2,3,NW,1.5,7,"HL fishing this drift, secchi = 7m",,FALSE
BLR0722255302,BLT03_25,BLR07222553,BL53,REF,Drift,11:40:04,11:46:02,11:47:35,12:02:37,0.250555556,0,0,0,0,0,0,3,2,0,0,3,8,2.004444444,35.62564,-121.22179,,072225_,35.62610,-121.22143,,072225_,60,EJ,"KG, AP, FP, HL, HW, SCAT",,,58.2,2,76,68,4,16,,,,,16,2,3,NW,1,7,"Gopther lost at sea, CTD this drift",,FALSE
BLR0722255303,BLT03_25,BLR07222553,BL53,REF,Drift,12:04:42,12:12:40,12:13:00,12:28:00,0.25,0,0,0,0,0,0,3,2,0,0,3,8,2,35.62479,-121.22031,,072225_,35.62473,-121.21995,,072225_,33,EJ,"KG, AP, FP, HL, HW, SCAT",,,58.5,2,79,81,4,16,,,,,15,2,3.5,NW,1.5,7,,,FALSE
BLR0723244501,BLT03_24,BLR07232445,BL45,REF,Hold,11:10:50,11:11:43,11:12:11,11:27:09,0.249444444,0,0,0,0,0,0,3,4,0,0,4,11,2.743888889,35.63327,-121.20654,,072324_,35.63320,-121.20662,,072324_,11,KF,"EJ, HL, IC, AP, SE",13.6,11.4,,2,45,43,4,16,,,,,5,0,3.5,NW,1.5,3.5,"CTD this drift only, holding, secchi = 3.5m",,FALSE
BLR0723244502,BLT03_24,BLR07232445,BL45,REF,Hold,11:31:09,11:33:07,11:35:57,11:50:57,0.25,0,0,-1,0,0,-0.016666667,3,4,0,0,4,11,2.733333333,35.63322,-121.20420,,072324_,35.63313,-121.20432,,072324_,15,KF,"EJ, HL, IC, AP, SE",,,,,46,,4,16,,,,,0,0,3,NW,1.5,3.5,"#13 out 1 min, no fish",,FALSE
BLR0723244503,BLT03_24,BLR07232445,BL45,REF,Hold,11:52:24,11:53:43,11:55:55,12:10:56,0.250277778,0,0,-1,0,0,-0.016666667,3,4,0,0,4,11,2.736388889,35.63297,-121.20242,,072324_,35.63322,-121.20203,,072324_,45,KF,"EJ, HL, IC, AP, SE",,,,1,47,45,4,16,,,,,0,0,2.5,NW,1,3.5,"#13 out 1 min, no fish",,FALSE
BLR0723244901,BLT03_24,BLR07232449,BL49,REF,Hold,9:56:59,9:58:00,9:59:04,10:14:01,0.249166667,0,0,-2,0,0,-0.033333333,2,4,0,0,4,10,2.458333333,35.63123,-121.22258,,072324_,35.63255,-121.22243,,072324_,148,KF,"IC, HL, SE, EJ, AP",13.3,11.4,,2,64,74,4,16,,,,,5,0,3.5,NW,1.5,4.5,"CTD this drift only, #12 out 2 min, Secchi = 4.5, holding",,FALSE
BLR0723244902,BLT03_24,BLR07232449,BL49,REF,Hold,10:19:58,10:22:17,10:22:50,10:37:52,0.250555556,0,0,0,0,0,0,3,4,0,0,4,11,2.756111111,35.63036,-121.22379,,072324_,35.63200,-121.22405,,072324_,184,KF,"HL, EJ, AP, IC, SE",,,,2,70,68,4,16,,,,,18,0,3.5,NW,1.5,4.5,,,FALSE
BLR0723244903,BLT03_24,BLR07232449,BL49,REF,Hold,10:40:50,10:43:03,10:45:07,11:00:08,0.250277778,-1,0,0,0,0,-0.016666667,3,4,0,0,4,11,2.736388889,35.62976,-121.22620,,072324_,35.63104,-121.22521,,072324_,168,KF,"EJ, HL, AP, SE, IC",,,,1,78,80,4,16,,,,,15,0,3.5,NW,1.5,4.5,"#3 out 1 min, holding",,FALSE
BLR0723245101,BLT03_24,BLR07232451,BL51,REF,Hold,,,7:35:11,7:50:06,0.248611111,0,0,0,0,0,0,3,4,0,0,4,11,2.734722222,35.62808,-121.23740,,072324_,35.62834,-121.23821,,072324_,79,EJ,"HL, KF, AP, IC, SE",12.6,11.5,54,1,107,110,4,16,,,,,8,1,4,NW,2.5,5.5,"started searching cell 50 at 7:29:00, ended up choosing alternative cell #51, holding, secchi = 5.5",,FALSE
BLR0723245102,BLT03_24,BLR07232451,BL51,REF,Hold,7:53:30,7:56:36,7:56:36,8:11:36,0.25,0,0,0,0,0,0,3,4,0,0,4,11,2.75,35.62779,-121.23751,,072324_,35.62809,-121.23733,,072324_,37,EJ,"HL, KF, AP, IC, SE",,,54,1,115,108,4,16,,,,,10,1,4,NW,2.5,5.5,"holding, blue LAS",,FALSE
BLR0723245103,BLT03_24,BLR07232451,BL51,REF,Hold,8:13:09,8:15:24,8:17:03,8:32:03,0.25,0,0,0,0,0,0,2,4,0,0,4,10,2.5,35.62612,-121.23662,,072324_,35.62645,-121.23697,,072324_,48,EJ,"HL, KF, AP, IC, SE",,,54,1,60,114,4,16,,,,,12,1,4,NW,2.5,5.5,"holding, ""on a big rock"", olive floater -> bird, #13 out",,FALSE
BLR0723245401,BLT03_24,BLR07232454,BL54,REF,Hold,8:43:10,8:44:25,8:46:31,9:01:24,0.248055556,-3,-1,0,0,0,-0.066666667,3,3,0,0,4,10,2.413888889,35.61969,-121.22357,,072324_,35.61987,-121.22363,,072324_,21,KF,"IC, HL, SE, EJ, AP",12.8,11.6,,1,90,105,4,16,,,,,8,1,4.5,NW,2.5,4.5,"CTD this drift only, secchi = 4.5m, #7 out 1 min, #1 out 3 min",,FALSE
BLR0723245402,BLT03_24,BLR07232454,BL54,REF,Hold,9:07:05,9:08:39,9:11:19,9:26:21,0.250555556,0,0,0,0,0,0,3,4,0,0,4,11,2.756111111,35.61754,-121.22311,,072324_,35.61795,-121.22277,,072324_,55,KF,"IC, SE, EJ, HL, AP",,,,1,112,118,4,16,,,,,15,0,4.5,NW,2.5,4.5,holding,,FALSE
BLR0723245403,BLT03_24,BLR07232454,BL54,REF,Hold,9:30:12,9:31:35,9:32:23,9:47:39,0.254444444,4,0,0,0,0,0.066666667,3,4,0,0,4,11,2.865555556,35.62064,-121.22195,,072324_,35.62077,-121.22202,,072324_,16,KF,"IC, HL, SE, EJ, AP",,,,2,93,100,4,16,,,,,22,0,4.5,NW,2.5,4.5,#1-4 in +1 min,,FALSE
BLR0724184001,BLT02_18,BLR07241840,BL40,REF,NA,,,8:51:43,8:56:19,0.076666667,-1,0,0,0,0,-0.016666667,4,3,4,0,0,11,0.826666667,35.63501,-121.23820,,072418_,35.63359,-121.23817,,072418_,,GW,"RD, DD, MF",,,,1,89,,4,16,,,,,21,3,10,NW,3.5,9,"#4 out 1 min, Drifted out of cell.",,FALSE
BLR0724184002,BLT02_18,BLR07241840,BL40,REF,NA,,,9:05:11,9:15:24,0.170277778,0,0,0,0,0,0,4,4,3,0,0,11,1.873055556,35.63705,-121.23820,,072418_,35.63459,-121.23781,,072418_,,GW,"RD, DD, MF",11.9372,11.1299,,2,69,74,4,16,,,,,55,3,12,NW,3.5,9,"#8 Blue lost @surface, #13 lost Olive @ surface",,FALSE
BLR0724184003,BLT02_18,BLR07241840,BL40,REF,NA,,,9:27:55,9:42:19,0.24,0,0,-1,0,0,-0.016666667,4,4,3,0,0,11,2.623333333,35.63735,-121.23866,,072418_,35.63390,-121.23817,,072418_,,GW,"RD, DD, MF",,,,2,72,98,6,16,,,,,35,3,15,NW,3.5,9,"#12 out 1 min., Secci 9 m @ 300",,FALSE
BLR0724184004,BLT02_18,BLR07241840,BL40,REF,NA,,,9:53:01,10:07:30,0.241388889,-7,0,0,0,0,-0.116666667,4,4,3,0,0,11,2.538611111,35.63754,-121.23943,,072418_,35.63397,-121.23964,,072418_,,GW,"RD, DD, MF",,,,2,80,94,6,16,,,,,49,3,15,NW,3.5,9,"#8 Lost fish @ surface, #2 out @ 9:58:22 (7min)",,FALSE
BLR0724184701,BLT02_18,BLR07241847,BL47,REF,NA,,,10:23:15,10:28:51,0.093333333,0,0,0,0,0,0,4,4,3,0,0,11,1.026666667,35.63255,-121.23381,,072418_,35.63127,-121.23294,,072418_,,GW,"RD, DD, MF",,,,2,85,87,6,16,,,,,23,3,18,NW,3.5,8,"1-3 <--> 6-8, #9 Blue Lost at Surface",,FALSE
BLR0724184702,BLT02_18,BLR07241847,BL47,REF,NA,,,10:44:44,11:03:06,0.306111111,-1,0,-2,0,0,-0.05,4,4,3,0,0,11,3.317222222,35.63204,-121.23691,,072418_,35.62878,-121.23386,,072418_,,GW,"RD, DD, MF",12.4433,11.6616,,2,100,101,8,16,,,,,96,3,15,NW,3.5,8,"#4 out 1 min, #12 out 2 min, #1 blue lost at surface, blue floater, Secci 8.",,FALSE
BLR0724184703,BLT02_18,BLR07241847,BL47,REF,NA,,,11:26:36,11:37:30,0.181666667,0,0,0,0,0,0,4,4,3,0,0,11,1.998333333,35.63123,-121.23753,,072418_,35.63084,-121.23474,,072418_,,GW,"RD, DD, MF",12.7103,11.6616,,2,110,88,8,16,,,,,37,3,12,NW,3.5,8,"#13 smallest blue, # out 11:35:26 in 11:36:49, Blue lost @ surface",,FALSE
BLR0724184901,BLT02_18,BLR07241849,BL49,REF,NA,,,12:10:55,12:25:49,0.248333333,-2,0,0,0,0,-0.033333333,4,4,3,0,0,11,2.698333333,35.63267,-121.22438,,072418_,35.63039,-121.22247,,072418_,,GW,"RD, DD, MF",,,,2,72,71,8,16,,,,,53,3,12,NW,3.5,9,"6,8,9 <--> 1,2,3, #6&8 lost blues @surface, #3 out at 12:19:46 in after 2 min, #3 out, Switched to 6 oz jigs @ 12:23:00",,FALSE
BLR0724184902,BLT02_18,BLR07241849,BL49,REF,NA,,,12:40:03,12:55:18,0.254166667,0,0,0,0,0,0,4,4,3,0,0,11,2.795833333,35.63183,-121.22534,,072418_,35.62938,-121.22102,,072418_,,MF,"DD, RD, GW",,,,3,80,65,6,16,,,,,50,0,,19,3.5,9,,,FALSE
BLR0724184903,BLT02_18,BLR07241849,BL49,REF,NA,,,13:07:59,13:21:59,0.233333333,-20,0,0,0,0,-0.333333333,4,4,3,0,0,11,2.233333333,35.63209,-121.22491,,072418_,35.62953,-121.22043,,072418_,,MF,"DD, RD, GW",,,,2,71,62,6,12,,,,,39,3,19,,3.5,9,"Bow switched to 8 oz @ 1:40 pm/1-4 out 5 min., secchi 9/45° angle, wind picked up to 20-23 knts.",,FALSE
BLR0724185601,BLT02_18,BLR07241856,BL56,REF,NA,,,13:36:25,13:51:21,0.248888889,0,0,0,0,0,0,4,4,3,0,0,11,2.737777778,35.62019,-121.20969,,072418_,35.61744,-121.20457,,072418_,,GW,"RD, DD, MF",13.1392,12.7196,,3,78,108,8,16,,,,,32,3,22,NW,3.5,7,"1,2,3 <--> 6,7,9, 1 lost blue @ surface, Wind is Howling!",,FALSE
BLR0724185602,BLT02_18,BLR07241856,BL56,REF,NA,,,14:02:22,14:13:58,0.193333333,-4,-1,0,0,0,-0.083333333,4,4,3,0,0,11,2.043333333,35.62002,-121.21008,,072418_,35.61747,-121.20508,,072418_,,GW,"RD, DD, MF",,,,2,88,107,8,16,,,,,17,3,20,NW,3.5,7,"#1 out 14:09:51 til end, #7 out @14:13:47, #6 out 1 min, Snotty, Secchi 7",,FALSE
BLR072418RR04,BLT02_18,BLR072418RR,BLRR,REF,NA,,,10:28:52,10:31:40,0.046666667,0,0,0,0,0,0,,,,,,11,0.513333333,35.63127,-121.23294,,072418_,35.63072,-121.23213,,072418_,,,,,,,,,,,,,,,,,,,,,,Drifted into other cell. Drift cut off at Fish #23,,FALSE
BLR0726213701,BLT03_21,BLR07262137,BL37,REF,Drift,,,8:20:13,8:35:13,0.25,-2,0,0,0,0,-0.033333333,2,2,0,0,2,6,1.466666667,35.64246,-121.22706,,072621_,35.64275,-121.22628,,072621_,78,EB,"GW, KF, EJ, TG, RB",14.2,12.5,,1,41,37,4,16,,,,,27,2,3,NW,1.5,1.5,"Secchi 1.5
1 Blu floater
1 out 2 min
[35.64262, -121.22668, 8:27:37]",,FALSE
BLR0726213702,BLT03_21,BLR07262137,BL37,REF,Drift,,,8:41:29,8:56:29,0.25,0,0,0,0,0,0,2,2,0,0,2,6,1.5,35.64129,-121.22749,,072621_,35.64170,-121.22676,,072621_,80,EB,"GW, KF, EJ, TG, RB",14.1,12.4,,2,44,41,4,16,,,,,19,2,3,NW,1.5,1.5,,,FALSE
BLR0726213703,BLT03_21,BLR07262137,BL37,REF,Drift,,,9:04:25,9:19:43,0.255,0,0,0,0,0,0,2,2,0,0,2,6,1.53,35.64066,-121.22618,,072621_,35.64094,-121.22536,,072621_,81,EB,"GW, KF, EJ, TG, RB",14.2,12.5,,2,47,35,4,16,,,,,49,2,4,NW,2.5,1.5,"Blu LAS x 2
Blu LAS x 2",,FALSE
BLR0726214501,BLT03_21,BLR07262145,BL45,REF,Drift,,,11:49:10,12:04:10,0.25,0,0,0,0,0,0,2,2,0,0,2,6,1.5,35.63242,-121.20665,,072621_,35.63263,-121.20537,,072621_,118,EJ,"EB, GW, CP, TG, KF, RB",14.9,12.5,,2,53,50,4,16,,,,,3,1,1,NW,1.5,4,"1 <--> 6, 2 <--> 7, secchi: 4m",,FALSE
BLR0726214502,BLT03_21,BLR07262145,BL45,REF,Drift,,,12:10:50,12:25:50,0.25,0,0,0,0,0,0,2,2,0,0,2,6,1.5,35.63316,-121.20494,,072621_,35.63324,-121.20389,,072621_,96,EJ,"GW, EB, CP, TG, KF, RB",14.6,12.6,,1,50,41,4,16,,,,,1,1,2,NW,1.5,4,,,FALSE
BLR0726214503,BLT03_21,BLR07262145,BL45,REF,Drift,,,12:31:08,12:46:05,0.249166667,0,0,0,0,0,0,2,2,0,0,2,6,1.495,35.63391,-121.20305,,072621_,35.63418,-121.20180,,072621_,117,EJ,"GW, EB, CP, TG, KF, RB",14.4,12.5,,2,42,39,4,16,,,,,0,1,2,NW,1.5,4,NO FISH,,FALSE
BLR0726214801,BLT03_21,BLR07262148,BL48,REF,Drift,,,9:28:29,9:43:56,0.2575,-6,-1,0,0,0,-0.116666667,2,2,0,0,2,6,1.428333333,35.63219,-121.23059,,072621_,35.63191,-121.23026,,072621_,43,EB,"GW, KF, EJ, TG, RB",13.8,12.2,,2,68,64,4,16,,,,,21,2,3,NW,2,5.5,"6 out 1 min
1 out 2 min
2 out 4 min
1<>6, 2<>7
Blue LAS
Secchi 5.5",,FALSE
BLR0726214802,BLT03_21,BLR07262148,BL48,REF,Drift,,,9:49:46,10:05:25,0.260833333,-2.5,0,0,0,0,-0.041666667,2,2,0,0,2,6,1.523333333,35.63132,-121.23038,,072621_,35.63089,-121.22920,,072621_,117,EB,"GW,KF, EJ, TG, RB",13.5,12.3,,2,84,69,4,16,,,,,25,1,5,NW,1.5,5.5,"Blu LAS x 2, Blu Floater
Angler 1 out 2.5 min
Blu Float x 2
[35.63113, -121.23020, 9:52:28]",,FALSE
BLR0726214803,BLT03_21,BLR07262148,BL48,REF,Drift,,,10:10:57,10:25:57,0.25,-2,0,0,0,0,-0.033333333,2,2,0,0,2,6,1.466666667,35.63158,-121.22890,,072621_,35.63198,-121.22733,,072621_,149,EB,"GW, KF, EJ, TG, RB",13.9,12.2,,2,68,69,4,16,,,,,34,1,4,NW,1.5,5.5,"2 out 2 min
Blu LAS
Blu LAS",,FALSE
BLR0726215101,BLT03_21,BLR07262151,BL51,REF,Drift,,,10:34:56,10:49:55,0.249722222,0,0,0,0,0,0,2,2,0,0,2,6,1.498333333,35.62691,-121.23792,,072621_,35.62640,-121.23660,,072621_,132,EJ,"GW, EB, KF, TG, RB",13.8,11.9,,3,119,119,4,165,,,,,22,1,2,NW,1.5,6,"1 <--> 11, 2 <-->12, secchi: 6m, BlueFloater, Blue Floater
~58 F - NOT guage - captain's estimate",,FALSE
BLR0726215102,BLT03_21,BLR07262151,BL51,REF,Drift,,,10:56:59,11:12:00,0.250277778,0,0,0,0,0,0,2,2,0,0,2,6,1.501666667,35.62537,-121.23820,,072621_,35.62477,-121.23724,,072621_,109,EJ,"GW, EB, CP, TG, KF, RB",13.5,11.9,,1,122,122,4,16,,,,,32,1,2,NW,1.5,6,,,FALSE
BLR0726215103,BLT03_21,BLR07262151,BL51,REF,Drift,,,11:20:00,11:35:00,0.25,0,0,0,0,0,0,2,2,0,0,2,6,1.5,35.62554,-121.23557,,072621_,35.62575,-121.23438,,072621_,110,EJ,"GW, EB, CP, TG, KF, RB",14.4,11.9,,2,120,115,4,16,,,,,24,1,2,NW,1.5,6,"Blue floater… the 9 cm Blue, Verm LAS",,FALSE
BLR0727223601,BLT04_22,BLR07272236,BL36,REF,Drift,,,7:26:35,7:41:30,0.248611111,0,-5,0,0,0,-0.083333333,0,6,0,0,3,9,2.154166667,35.64167,-121.23707,,072722_,35.64098,-121.23562,,072722_,152,EJ,"TG, SF, FP, ES, FD, JC",12.4,11.5,,3,65,60,4,16,,,,,0,2,4.5,NW,1,7,"NO BAIT, angler 11 out 2 min, angler 8 out 3 min, very kelpy cell, secchi = 7m",,TRUE
